"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"428","turquoise",TRUE,2.19e-08,88,230,16,0.07,0.182,"REAC:R-HSA-6794362","rea",19,"Protein-protein interactions at synapses",2,"DLG3,GRIN2D,NRXN2,DLGAP3,DLG4,NTRK3,PTPRF,GRIA4,GRIA1,SHANK2,NLGN2,LRRTM4,SLITRK4,GRIN2A,SIPA1L1,DLGAP2",NA
"429","turquoise",TRUE,7.71e-05,21,230,7,0.03,0.333,"REAC:R-HSA-8849932","rea",19,"Synaptic adhesion-like molecules",3,"DLG3,GRIN2D,DLG4,PTPRF,GRIA4,GRIA1,GRIN2A",NA
"430","turquoise",TRUE,1.27e-05,57,230,11,0.048,0.193,"REAC:R-HSA-6794361","rea",19,"Neurexins and neuroligins",3,"DLG3,GRIN2D,NRXN2,DLGAP3,DLG4,SHANK2,NLGN2,LRRTM4,GRIN2A,SIPA1L1,DLGAP2",NA
"431","turquoise",TRUE,4.36e-17,222,230,34,0.148,0.153,"REAC:R-HSA-112315","rea",19,"Transmission across Chemical Synapses",2,"CAMKK1,CACNG3,AP2B1,GABRA3,CAMK2A,ACTN2,DLG3,SLC32A1,SLC17A7,GRIN2D,RAB3A,GABRA4,RASGRF2,CHRNA2,PRKCG,GNG13,ARHGEF9,DLG4,GNAL,GLRA3,CACNA1B,HTR3B,CAMK4,GRIA4,PRKCA,GRIA1,ADCY8,CACNB2,HTR3A,CACNB3,GRIN2A,SYN3,GNG2,CACNA1E",NA
"432","turquoise",TRUE,7.3e-14,152,230,26,0.113,0.171,"REAC:R-HSA-112314","rea",19,"Neurotransmitter receptors and postsynaptic signal transmission",3,"CAMKK1,CACNG3,AP2B1,GABRA3,CAMK2A,ACTN2,DLG3,GRIN2D,GABRA4,RASGRF2,CHRNA2,PRKCG,GNG13,ARHGEF9,DLG4,GNAL,GLRA3,HTR3B,CAMK4,GRIA4,PRKCA,GRIA1,ADCY8,HTR3A,GRIN2A,GNG2",NA
"433","turquoise",TRUE,1.63e-07,39,230,11,0.048,0.282,"REAC:R-HSA-442755","rea",19,"Activation of NMDA receptor and postsynaptic events",4,"CAMKK1,CAMK2A,ACTN2,GRIN2D,RASGRF2,DLG4,CAMK4,GRIA4,GRIA1,ADCY8,GRIN2A",NA
"434","turquoise",TRUE,1.39e-05,17,230,7,0.03,0.412,"REAC:R-HSA-438066","rea",19,"Unblocking of NMDA receptor, glutamate binding and activation",5,"CAMK2A,ACTN2,GRIN2D,DLG4,GRIA4,GRIA1,GRIN2A",NA
"435","turquoise",TRUE,1.64e-05,35,230,9,0.039,0.257,"REAC:R-HSA-438064","rea",19,"Post NMDA receptor activation events",5,"CAMKK1,CAMK2A,ACTN2,GRIN2D,RASGRF2,DLG4,CAMK4,ADCY8,GRIN2A",NA
"436","turquoise",TRUE,0.00819,27,230,6,0.026,0.222,"REAC:R-HSA-442742","rea",19,"CREB phosphorylation through the activation of Ras",6,"CAMK2A,ACTN2,GRIN2D,RASGRF2,DLG4,GRIN2A",NA
"437","turquoise",TRUE,0.000411,17,230,6,0.026,0.353,"REAC:R-HSA-442982","rea",19,"Ras activation upon Ca2+ influx through NMDA receptor",7,"CAMK2A,ACTN2,GRIN2D,RASGRF2,DLG4,GRIN2A",NA
"438","turquoise",TRUE,0.00479,15,230,5,0.022,0.333,"REAC:R-HSA-442729","rea",19,"CREB phosphorylation through the activation of CaMKII",6,"CAMK2A,ACTN2,GRIN2D,DLG4,GRIN2A",NA
"439","turquoise",TRUE,9.29e-05,31,230,8,0.035,0.258,"REAC:R-HSA-399721","rea",19,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",4,"CACNG3,AP2B1,CAMK2A,PRKCG,DLG4,GRIA4,PRKCA,GRIA1",NA
"440","turquoise",TRUE,9.29e-05,31,230,8,0.035,0.258,"REAC:R-HSA-399719","rea",19,"Trafficking of AMPA receptors",5,"CACNG3,AP2B1,CAMK2A,PRKCG,DLG4,GRIA4,PRKCA,GRIA1",NA
"441","turquoise",TRUE,0.00953,17,230,5,0.022,0.294,"REAC:R-HSA-416993","rea",19,"Trafficking of GluR2-containing AMPA receptors",6,"AP2B1,PRKCG,GRIA4,PRKCA,GRIA1",NA
"442","turquoise",TRUE,0.0385,12,230,4,0.017,0.333,"REAC:R-HSA-112308","rea",19,"Presynaptic depolarization and calcium channel opening",3,"CACNA1B,CACNB2,CACNB3,CACNA1E",NA
"443","turquoise",TRUE,0.0228,99,230,10,0.043,0.101,"REAC:R-HSA-1296071","rea",19,"Potassium Channels",2,"KCNAB2,KCNN2,KCNH4,KCNQ4,HCN4,KCNS2,KCNG3,KCNK3,GNG2,KCNMB2",NA
"444","turquoise",TRUE,0.0123,200,230,15,0.065,0.075,"REAC:R-HSA-397014","rea",6,"Muscle contraction",1,"CACNG3,CAMK2A,ACTN2,SLC8A2,KCNIP2,TNNI3,TMOD1,CACNA1C,CACNA2D1,CACNB2,SCN3B,STIM1,CACNB3,KCNK3,NPPA",NA
"445","turquoise",TRUE,0.00349,137,230,13,0.057,0.095,"REAC:R-HSA-5576891","rea",6,"Cardiac conduction",2,"CACNG3,CAMK2A,SLC8A2,KCNIP2,TNNI3,CACNA1C,CACNA2D1,CACNB2,SCN3B,STIM1,CACNB3,KCNK3,NPPA",NA
"446","turquoise",TRUE,0.0166,44,230,7,0.03,0.159,"REAC:R-HSA-5576892","rea",6,"Phase 0 - rapid depolarisation",3,"CACNG3,CAMK2A,CACNA1C,CACNA2D1,CACNB2,SCN3B,CACNB3",NA
"447","turquoise",TRUE,0.0231,80,230,9,0.039,0.113,"REAC:R-HSA-422356","rea",23,"Regulation of insulin secretion",1,"GNG13,CACNA1C,PRKCA,ADCY8,CACNB2,CACNB3,SLC25A6,GNG2,CACNA1E",NA
"448","greenyellow",TRUE,0.0154,340,607,29,0.048,0.085,"GO:0048667","BP",3,"cell morphogenesis involved in neuron differentiation",1,"RTN4R,CUL7,CAMK2B,MARK2,EFNA2,PTPRS,MEGF8,DVL1,C12ORF57,PLXNA1,DOK4,LRFN1,FAM129B,SPTBN5,TAOK2,THY1,WNT7A,DPYSL5,ARHGAP35,SPTBN4,BRSK1,SHANK1,CDK5,NSMF,ISLR2,LRRN2,LRFN4,EPHB3,SRCIN1",4.82574343599459
"449","greenyellow",TRUE,0.0416,396,607,31,0.051,0.078,"GO:0048812","BP",1,"neuron projection morphogenesis",1,"RTN4R,CUL7,CAMK2B,MARK2,EFNA2,PTPRS,MEGF8,DVL1,C12ORF57,PLXNA1,DOK4,LRFN1,FAM129B,DAB2IP,SPTBN5,TAOK2,THY1,WNT7A,DPYSL5,ARHGAP35,SPTBN4,BRSK1,SHANK1,CDK5,NSMF,ISLR2,LRRN2,LRFN4,EPHB3,SYT3,SRCIN1",4.76560153027002
"450","greenyellow",TRUE,0.034,411,607,32,0.053,0.078,"GO:0048858","BP",6,"cell projection morphogenesis",1,"RTN4R,CUL7,CAMK2B,MARK2,EFNA2,PACSIN2,PTPRS,MEGF8,DVL1,C12ORF57,PLXNA1,DOK4,LRFN1,FAM129B,DAB2IP,SPTBN5,TAOK2,THY1,WNT7A,DPYSL5,ARHGAP35,SPTBN4,BRSK1,SHANK1,CDK5,NSMF,ISLR2,LRRN2,LRFN4,EPHB3,SYT3,SRCIN1",4.52425555413189
"451","greenyellow",TRUE,0.00125,1403,607,83,0.137,0.059,"GO:0007399","BP",5,"nervous system development",1,"DBNDD1,MARK4,DPF1,TACC3,RTN4R,CUL7,NNAT,CAMK2B,SDK2,TCF3,MARK2,CIC,SMARCD3,TYRO3,EFNA2,CDK16,AXIN1,CSK,PTPRS,MEGF8,DVL1,ENO3,PITPNM1,C12ORF57,PPARD,MDGA1,PLXNA1,IGSF21,STK11,MAPKAP1,DOK4,NKX2-2,BCL11B,SYNGR3,LRFN1,LRRC4B,THOC6,BTBD2,DTX1,GDF11,FAM129B,DAB2IP,SPTBN5,ASCL1,C12ORF52,AKT1,TTBK1,TAOK2,DPYSL4,THY1,NRGN,WNT7A,MARVELD1,DPYSL5,ARHGAP35,SPTBN4,BRSK1,SHANK1,ADORA1,CASP3,CDK5,NSMF,ISLR2,RBFOX3,DDIT4,LRRN2,NPAS2,ZDHHC16,NEUROD2,INSM1,LRFN4,ADCY6,SOX12,SCRIB,EPHB3,NOG,BTBD6,NF2,ZNF358,CCDC85C,SYT3,SALL3,SRCIN1",3.30888470485359
"452","greenyellow",TRUE,0.0363,265,607,24,0.04,0.091,"GO:0044456","CC",4,"synapse part",1,"DBNDD1,AP3D1,SYNGR1,RIMS4,CDK16,PTPRS,IGSF21,KPTN,GRM4,SYNGR3,NPFF,CABP1,BRSK1,SHANK1,CDK5,NSMF,RAB26,SYNPO,CNIH2,PPFIA3,SCRIB,PDE2A,VAMP2,SRCIN1",4.40545387537429
"453","greenyellow",TRUE,0.023,683,607,46,0.076,0.067,"GO:0097458","CC",8,"neuron part",1,"DBNDD1,MARK4,DPF1,RTN4R,CAMK2B,AP3D1,MARK2,SMARCD3,GNA11,SYNGR1,RIMS4,CHRNA4,CDK16,PTPRS,DVL1,IGSF21,KPTN,GRM4,SYNGR3,MPST,DAB2IP,SPTBN5,NPFF,TTBK1,TAOK2,THY1,CABP1,PINK1,SPTBN4,BRSK1,ZNF385A,SHANK1,CDK5,NSMF,RAB26,CPT1C,INSR,CDK5R2,SYNPO,HCFC1,CNIH2,PPFIA3,SCRIB,PDE2A,VAMP2,SRCIN1",3.44509493377359
"454","greenyellow",TRUE,0.0156,1997,607,104,0.171,0.052,"GO:0140110","MF",7,"transcription regulator activity",1,"WIZ,HMG20B,TCF3,GTF3C1,CIC,SMARCD3,ATXN7L3,EBF4,MZF1,LZTR1,HIRA,TCF20,ZMYND8,MAZ,NFKBIB,AES,MIER2,ETV2,USF2,LHX2,CREB3,SUFU,UBTF,RAI1,AIP,PPARD,PHF1,WWC1,ZBTB47,KCNIP3,TLX2,ZBTB17,ZBTB45,ZNF205,MXD4,ZNF576,NKX2-2,TCF15,KDM5C,BCL11B,ZNF835,MLLT1,JUND,ZBTB46,ZC3H4,MAP3K10,RFX1,DTX1,FAM129B,ASCL1,FOXK2,NFIC,WTIP,ZNF787,HES6,SETBP1,TCF7L1,FEZF2,ZNF618,CTBP1,ARHGAP35,NR2F6,RRP1B,THAP8,ZNF385A,ZNF513,KLF15,ZNF219,ZNF319,ZNF646,ZNF444,RCOR2,ZNF768,ZNF282,NPAS2,TADA3,ZNF672,ZNF524,NEUROD2,HCFC1,INSM1,ZNF497,MYPOP,SOX12,ZBTB7A,FIZ1,ZNF771,ZNF467,ZBTB7C,UBE2L3,BCL9L,RXRA,MTF1,ZNF775,NCOR2,ZNF71,ZNF358,DAXX,ZBTB12,ZNF469,ZBTB22,ZNF853,SALL3,SCRT1",NA
"455","greenyellow",TRUE,0.00317,365,324,28,0.086,0.077,"REAC:R-HSA-112316","rea",2,"Neuronal System",1,"KCNG1,HOMER3,KCNH2,CAMK2B,PANX2,DLGAP4,HCN2,CHRNA4,SLC1A6,PTPRS,GRIK5,KCNC4,LRFN1,LRRC4B,GRIP2,PLCB3,SHANK1,KCNJ4,KCNK9,ADCY5,LRFN4,ADCY6,GNG7,PPFIA3,KCNJ12,KCNJ11,VAMP2,SHANK3",NA
"456","red",TRUE,0.0254,12325,577,445,0.771,0.036,"GO:0005622","CC",1,"intracellular",1,"CYP51A1,NDUFAF7,ZNF200,UTP18,AGPS,GCLM,UBR2,EHD2,ARNTL2,UBA6,TBC1D23,PI4K2B,USP28,MRPS10,SIKE1,EIF2AK2,ATP11B,ST3GAL6,TAF2,DDX20,CBFB,ERLEC1,ATP6AP1,ALDH3A2,WDR62,RBM7,SLC25A43,ITGA8,SENP1,RAB21,CNOT4,RBL1,AP4E1,OSTM1,MYNN,SLC25A24,TMED2,NOP14,ARHGAP28,MAPKAPK5,RBBP9,OAS1,PUS7,RNF31,HNRNPC,WDR76,HIVEP1,DSP,ACOT7,SNRPD3,JOSD1,THOC5,PSMC6,GNPNAT1,PIGH,GINS1,STK4,CEP76,RIOK3,XIAP,PGK1,RP2,KATNAL1,GSPT1,RNF40,LACTB,SLC30A4,RIPK2,LEPROTL1,CYTH2,SP4,FKBP14,CASP2,AHR,EXOSC3,TRDMT1,PNPO,RPS6KB1,TRIM16L,CCDC47,LRRC59,PHF12,TMEM33,ELF2,ZNF330,DHX15,UGDH,SNX15,BIRC2,ELMOD1,EXPH5,HPS5,CSRNP2,PARP11,STX2,TDP2,GHR,ARSB,GOLPH3,NUP155,SEC24A,TBCCD1,IFT57,GNB4,MRPL3,EIF4G1,PIKFYVE,ACTR3,POMC,IFIH1,PAPOLG,COQ10B,TAF1B,PNO1,AAK1,DNAJC16,CACYBP,FAM20B,ICMT,RRAGC,RAB7L1,DIEXF,LRMP,SENP5,SLC17A5,IFIT2,WDR55,CENPL,NUDCD1,EPC1,ETF1,SOCS2,APAF1,PPP3CC,NAA50,TBC1D15,ZNF639,FYTTD1,KIAA1191,SMU1,SLC25A51,CLTA,ECD,SLC25A16,ACOT9,CENPK,OPTN,STIL,RAP2C,NCOA3,RAB22A,MOCS3,MTRR,MRS2,NUP153,PANK2,AUNIP,RBM48,PAICS,EMC4,MTX2,COPB1,SPCS3,RAB2B,EXOSC2,EIF2S3,CLIP1,LATS1,UBE2D2,TRIM5,TIMM10B,NIP7,TERF2,SYT11,BHMT2,SCO1,MED10,NUMB,MBD2,IRAK2,RSAD2,CMPK2,TIMM17A,TMED7,TEC,GNS,MRPL44,EIF4E2,ALDH1L2,NUDT15,HUS1,ADAMTS7,CALCOCO2,TANK,YME1L1,ARPC5L,NOV,ALDH1B1,C11ORF70,DCUN1D5,YAP1,HAUS2,RMDN3,RTCA,AP1AR,CASP6,EGF,PHLDA1,NEDD1,KANSL2,VPS33A,AK7,ANP32A,TAF4B,CSNK1D,URB1,ITGB3BP,TAF1A,SDE2,DEGS1,CNIH4,CIAO1,TMF1,LIMD1,COL8A1,ATP10D,KLHL8,PYURF,SKP2,BHMT,SLC30A5,ATG12,YIPF5,CDKAL1,PRIM2,RNF217,PURB,CCT6A,MCPH1,CDKN2A,ADRA2A,MTMR12,IPMK,EIF4E,SRFBP1,NDUFC2,SAV1,TMEM178A,SUV39H2,SLC30A6,SAR1B,IFIT5,AHCTF1,UBP1,GTF2E1,HS2ST1,NUS1,CCSAP,LSM11,VPS37A,ELMSAN1,C8ORF37,WHAMM,SAMD8,FBXO32,SMG1,DSCR3,PPP1R15B,EPB41,DONSON,PTMS,THEM4,ZNF221,GNE,LRWD1,HCRT,POLR3K,JAK1,GBP4,BPNT1,TFB2M,MEMO1,TYW5,SGPP2,ANTXR2,HELQ,ATP1A1,IGFBP7,EIF5A2,YEATS2,SNIP1,SLBP,CDC25A,STARD4,GRPEL2,ARSK,ERAP1,ERAP2,UTP15,SFXN1,PDSS2,SAP30L,ZNF12,FOXK1,SLC25A32,SNAPC3,DNAAF2,ARF6,PDZD8,RET,MOAP1,IKBIP,NDUFB8,BAG5,ARIH1,CYB5A,WEE1,AP1G1,TMEM170A,FBXO22,TPM4,ATCAY,MGAT2,RFWD3,SNTB2,USP39,CEP120,MAP2K1,KLK7,CSGALNACT2,SYAP1,MAP3K2,SIK2,NANP,HSD17B13,STAT2,ARMC10,BCL2,TVP23B,RAB33B,EIF2AK3,CYCS,TEFM,MALT1,MBOAT1,RASGRP1,SP3,OXSR1,NUDT4,AKIRIN1,PDE12,PPP2R2D,CRLF3,RNF152,BASP1,PNMA1,WDR73,FAM109B,RPS6KA3,GRB2,ERN1,MRFAP1,SPTY2D1,MYADM,ZNF154,TRNAU1AP,ZNRF2,PAK2,PCGF5,F2R,SLX1B,GINS3,CLN8,RPS17,ACBD3,FANCF,MEX3B,TNFAIP8L3,COPB2,ATL3,CA13,MYBL1,YTHDF3,TRIM69,GABRA5,KPNA4,CHP1,ZNF383,BLOC1S5,GREB1,ZNF766,FUT4,TSC22D2,ZNF431,VKORC1L1,NHLRC2,FUT11,PSMD12,FITM2,ZNF655,DPP4,HIST4H4,IRAK4,MRPL42,ENTPD7,STYX,GFPT1,MT-CYB,MT-ND5,FOXJ3,CHAMP1,SFMBT2,BHLHB9,C1ORF174,FOXO6,POU5F1,SAMD9,CNEP1R1,FGFR1OP,DDX47,ZNF788,SH3D21,BBIP1,PEX26,HMSD,FAM185A,NOL7,POLR2J2,CDKN2AIPNL,RDH14,CRCP,APOBEC3D,TMEM199,C15ORF38-AP3S2,ZNF260,CHMP1B,EID3,GATC,PDF,ST20-MTHFS,TBC1D3G,RBM8A,MARCKS,CCL3,DDX52",0.535768712823952
"457","red",TRUE,0.0109,12227,577,444,0.769,0.036,"GO:0044424","CC",1,"intracellular part",2,"CYP51A1,NDUFAF7,ZNF200,UTP18,AGPS,GCLM,UBR2,EHD2,ARNTL2,UBA6,TBC1D23,PI4K2B,USP28,MRPS10,SIKE1,EIF2AK2,ATP11B,ST3GAL6,TAF2,DDX20,CBFB,ERLEC1,ATP6AP1,ALDH3A2,WDR62,RBM7,SLC25A43,ITGA8,SENP1,RAB21,CNOT4,RBL1,AP4E1,OSTM1,MYNN,SLC25A24,TMED2,NOP14,ARHGAP28,MAPKAPK5,RBBP9,OAS1,PUS7,RNF31,HNRNPC,WDR76,HIVEP1,DSP,ACOT7,SNRPD3,JOSD1,THOC5,PSMC6,GNPNAT1,PIGH,GINS1,STK4,CEP76,RIOK3,XIAP,PGK1,RP2,KATNAL1,GSPT1,RNF40,LACTB,SLC30A4,RIPK2,LEPROTL1,CYTH2,SP4,FKBP14,CASP2,AHR,EXOSC3,TRDMT1,PNPO,RPS6KB1,TRIM16L,CCDC47,LRRC59,PHF12,TMEM33,ELF2,ZNF330,DHX15,UGDH,SNX15,BIRC2,ELMOD1,EXPH5,HPS5,CSRNP2,PARP11,STX2,TDP2,GHR,ARSB,GOLPH3,NUP155,SEC24A,TBCCD1,IFT57,GNB4,MRPL3,EIF4G1,PIKFYVE,ACTR3,POMC,IFIH1,PAPOLG,COQ10B,TAF1B,PNO1,AAK1,DNAJC16,CACYBP,FAM20B,ICMT,RRAGC,RAB7L1,DIEXF,LRMP,SENP5,SLC17A5,IFIT2,WDR55,CENPL,NUDCD1,EPC1,ETF1,SOCS2,APAF1,PPP3CC,NAA50,TBC1D15,ZNF639,FYTTD1,KIAA1191,SMU1,SLC25A51,CLTA,ECD,SLC25A16,ACOT9,CENPK,OPTN,STIL,RAP2C,NCOA3,RAB22A,MOCS3,MTRR,MRS2,NUP153,PANK2,AUNIP,RBM48,PAICS,EMC4,MTX2,COPB1,SPCS3,RAB2B,EXOSC2,EIF2S3,CLIP1,LATS1,UBE2D2,TRIM5,TIMM10B,NIP7,TERF2,SYT11,BHMT2,SCO1,MED10,NUMB,MBD2,IRAK2,RSAD2,CMPK2,TIMM17A,TMED7,TEC,GNS,MRPL44,EIF4E2,ALDH1L2,NUDT15,HUS1,ADAMTS7,CALCOCO2,TANK,YME1L1,ARPC5L,NOV,ALDH1B1,C11ORF70,DCUN1D5,YAP1,HAUS2,RMDN3,RTCA,AP1AR,CASP6,EGF,PHLDA1,NEDD1,KANSL2,VPS33A,AK7,ANP32A,TAF4B,CSNK1D,URB1,ITGB3BP,TAF1A,SDE2,DEGS1,CNIH4,CIAO1,TMF1,LIMD1,COL8A1,ATP10D,KLHL8,PYURF,SKP2,BHMT,SLC30A5,ATG12,YIPF5,CDKAL1,PRIM2,RNF217,PURB,CCT6A,MCPH1,CDKN2A,ADRA2A,MTMR12,IPMK,EIF4E,SRFBP1,NDUFC2,SAV1,TMEM178A,SUV39H2,SLC30A6,SAR1B,IFIT5,AHCTF1,UBP1,GTF2E1,HS2ST1,NUS1,CCSAP,LSM11,VPS37A,ELMSAN1,C8ORF37,WHAMM,SAMD8,FBXO32,SMG1,DSCR3,PPP1R15B,EPB41,DONSON,PTMS,THEM4,ZNF221,GNE,LRWD1,HCRT,POLR3K,JAK1,GBP4,BPNT1,TFB2M,MEMO1,TYW5,SGPP2,ANTXR2,HELQ,ATP1A1,IGFBP7,EIF5A2,YEATS2,SNIP1,SLBP,CDC25A,STARD4,GRPEL2,ARSK,ERAP1,ERAP2,UTP15,SFXN1,PDSS2,SAP30L,ZNF12,FOXK1,SLC25A32,SNAPC3,DNAAF2,ARF6,PDZD8,RET,MOAP1,IKBIP,NDUFB8,BAG5,ARIH1,CYB5A,WEE1,AP1G1,TMEM170A,FBXO22,TPM4,ATCAY,MGAT2,RFWD3,SNTB2,USP39,CEP120,MAP2K1,KLK7,CSGALNACT2,SYAP1,MAP3K2,SIK2,NANP,HSD17B13,STAT2,ARMC10,BCL2,TVP23B,RAB33B,EIF2AK3,CYCS,TEFM,MALT1,MBOAT1,RASGRP1,SP3,OXSR1,NUDT4,AKIRIN1,PDE12,PPP2R2D,CRLF3,RNF152,BASP1,PNMA1,WDR73,FAM109B,RPS6KA3,GRB2,ERN1,MRFAP1,SPTY2D1,MYADM,ZNF154,TRNAU1AP,ZNRF2,PAK2,PCGF5,F2R,SLX1B,GINS3,CLN8,RPS17,ACBD3,FANCF,MEX3B,TNFAIP8L3,COPB2,ATL3,CA13,MYBL1,YTHDF3,TRIM69,GABRA5,KPNA4,CHP1,ZNF383,BLOC1S5,GREB1,ZNF766,FUT4,TSC22D2,ZNF431,VKORC1L1,NHLRC2,FUT11,PSMD12,FITM2,ZNF655,DPP4,HIST4H4,IRAK4,MRPL42,ENTPD7,STYX,GFPT1,MT-CYB,MT-ND5,FOXJ3,CHAMP1,SFMBT2,BHLHB9,C1ORF174,FOXO6,POU5F1,SAMD9,CNEP1R1,FGFR1OP,DDX47,ZNF788,SH3D21,BBIP1,PEX26,HMSD,FAM185A,NOL7,POLR2J2,CDKN2AIPNL,RDH14,CRCP,APOBEC3D,TMEM199,C15ORF38-AP3S2,ZNF260,CHMP1B,EID3,GATC,PDF,ST20-MTHFS,RBM8A,MARCKS,CCL3,DDX52",0.550802445394251
"458","red",TRUE,0.00671,8577,577,332,0.575,0.039,"GO:0044444","CC",1,"cytoplasmic part",3,"CYP51A1,NDUFAF7,AGPS,GCLM,UBR2,EHD2,UBA6,TBC1D23,PI4K2B,MRPS10,SIKE1,EIF2AK2,ATP11B,ST3GAL6,DDX20,ERLEC1,ATP6AP1,ALDH3A2,WDR62,SLC25A43,ITGA8,RAB21,CNOT4,AP4E1,OSTM1,SLC25A24,TMED2,ARHGAP28,MAPKAPK5,OAS1,RNF31,HNRNPC,HIVEP1,DSP,ACOT7,SNRPD3,JOSD1,PSMC6,GNPNAT1,PIGH,STK4,CEP76,RIOK3,XIAP,PGK1,RP2,GSPT1,LACTB,SLC30A4,RIPK2,LEPROTL1,CYTH2,SP4,FKBP14,CASP2,AHR,EXOSC3,PNPO,RPS6KB1,TRIM16L,CCDC47,LRRC59,TMEM33,ELF2,UGDH,SNX15,BIRC2,ELMOD1,EXPH5,HPS5,STX2,GHR,ARSB,GOLPH3,SEC24A,IFT57,GNB4,MRPL3,EIF4G1,PIKFYVE,ACTR3,POMC,IFIH1,PAPOLG,COQ10B,PNO1,AAK1,DNAJC16,CACYBP,FAM20B,ICMT,RRAGC,RAB7L1,LRMP,SLC17A5,IFIT2,CENPL,NUDCD1,ETF1,SOCS2,APAF1,PPP3CC,NAA50,SLC25A51,CLTA,ECD,SLC25A16,ACOT9,CENPK,OPTN,STIL,RAP2C,NCOA3,RAB22A,MOCS3,MTRR,MRS2,NUP153,PANK2,PAICS,EMC4,MTX2,COPB1,SPCS3,RAB2B,EXOSC2,EIF2S3,CLIP1,LATS1,UBE2D2,TRIM5,TIMM10B,NIP7,SYT11,BHMT2,SCO1,NUMB,MBD2,IRAK2,RSAD2,CMPK2,TIMM17A,TMED7,TEC,GNS,MRPL44,EIF4E2,ALDH1L2,NUDT15,ADAMTS7,CALCOCO2,TANK,YME1L1,ALDH1B1,YAP1,HAUS2,RMDN3,AP1AR,CASP6,EGF,PHLDA1,NEDD1,KANSL2,VPS33A,AK7,ANP32A,CSNK1D,ITGB3BP,DEGS1,CNIH4,CIAO1,TMF1,LIMD1,COL8A1,ATP10D,PYURF,SKP2,BHMT,SLC30A5,ATG12,YIPF5,CDKAL1,RNF217,CCT6A,CDKN2A,MTMR12,EIF4E,NDUFC2,SAV1,TMEM178A,SLC30A6,SAR1B,IFIT5,AHCTF1,UBP1,GTF2E1,HS2ST1,NUS1,CCSAP,VPS37A,C8ORF37,WHAMM,SAMD8,FBXO32,SMG1,DSCR3,PPP1R15B,EPB41,THEM4,GNE,HCRT,POLR3K,JAK1,GBP4,BPNT1,TFB2M,MEMO1,SGPP2,ANTXR2,ATP1A1,IGFBP7,EIF5A2,SNIP1,SLBP,CDC25A,STARD4,GRPEL2,ARSK,ERAP1,ERAP2,UTP15,SFXN1,PDSS2,SLC25A32,DNAAF2,ARF6,PDZD8,RET,MOAP1,IKBIP,NDUFB8,BAG5,ARIH1,CYB5A,AP1G1,TMEM170A,FBXO22,TPM4,ATCAY,MGAT2,CEP120,MAP2K1,KLK7,CSGALNACT2,SYAP1,MAP3K2,NANP,HSD17B13,STAT2,ARMC10,BCL2,TVP23B,RAB33B,EIF2AK3,CYCS,TEFM,MALT1,MBOAT1,RASGRP1,OXSR1,NUDT4,PDE12,PPP2R2D,CRLF3,RNF152,WDR73,FAM109B,RPS6KA3,GRB2,ERN1,MRFAP1,MYADM,ZNRF2,PAK2,F2R,CLN8,RPS17,ACBD3,MEX3B,TNFAIP8L3,COPB2,ATL3,CA13,YTHDF3,TRIM69,GABRA5,KPNA4,CHP1,BLOC1S5,FUT4,VKORC1L1,NHLRC2,FUT11,PSMD12,FITM2,DPP4,IRAK4,MRPL42,ENTPD7,GFPT1,MT-CYB,MT-ND5,BHLHB9,POU5F1,SAMD9,CNEP1R1,FGFR1OP,BBIP1,PEX26,FAM185A,NOL7,RDH14,CRCP,APOBEC3D,TMEM199,ZNF260,CHMP1B,GATC,PDF,ST20-MTHFS,RBM8A,CCL3",1.41169016510702
