"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"975","green",TRUE,0.00169,3349,819,209,0.255,0.062,"GO:1901363","MF",30,"heterocyclic compound binding",3,"TEAD3,ETV7,SAMD4A,RUNX3,VIM,RFC2,ARHGEF5,FAM114A2,PRDM1,ALDH18A1,YBX3,RNF4,GNAI3,KARS,KLF6,PDK3,TFE3,RAB27A,ACTN1,FNDC3B,FOSL2,RAB7A,NFKB2,SNRPA,EIF3I,DIMT1,XRN2,RPLP0,IRAK3,ARCN1,CREM,DSP,XBP1,HMOX1,MYH9,HIF1A,PSMA6,MAPRE1,CYB5B,EHD4,STK3,ERI1,RELB,CCDC9,RPL18A,ZC3HAV1,EZH2,AEBP1,SEC61B,DDX58,GTPBP4,KPNB1,PFN1,MLX,NFKB1,CCDC86,NUP98,ELK3,OAS3,RFX4,SRSF3,ASCC3,BYSL,PDE4D,BCL6,STAT1,SRSF7,RND3,NFE2L2,RPF1,GBP1,FASTKD2,HEATR1,PTBP3,NEK6,NR4A3,MTHFD1L,ETF1,RPL21,ACO1,BATF3,ZNFX1,LRRFIP1,IRF1,RRBP1,RALY,EIF2S2,RAP1B,RAC2,APOBEC3F,BST2,HELZ2,ABCB7,RFTN1,GCH1,LGALS3,PPARG,POPDC3,H3F3B,DAP3,BHLHE40,YARS,PNPLA8,SP110,CKAP4,MYC,PIM1,HMGA1,DDX60,CYP1B1,PARP9,HERC5,ETV6,NLRC5,RPS2,TP53,SLC16A3,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,ILF2,RHOB,MSN,PPRC1,SERPINH1,YTHDF1,ARID5B,UBC,MMAA,BAG3,ZFP36L2,CAST,RBMS1,DBI,RBPMS,ETS2,MX1,RCAN1,ZYX,CSTB,FDPS,IER2,EIF4A1,GBP2,ATF3,NUAK2,RPL22L1,TIPARP,ZC3H12A,RPN1,GNL3,NOS3,GEM,ABCA1,NFIL3,VCP,DDX21,PPIB,PDIA3,NKX3-1,DAPK3,ARF4,TAP1,MLKL,STAT3,SNTB2,HNRNPF,TRIM56,FOS,SMAD1,JUNB,ISG20,CEBPB,RELA,EIF1,DDIT3,FOSL1,SPHK1,TGIF1,ZBTB33,JUN,HNRNPA0,MLF1,CIITA,KPNA2,ANXA2,MX2,PDE4B,MAFF,MUC1,IRF7,SP1,ZFP36L1,ZNF395,LITAF,SERPINA3,YRDC,ARID5A,TEAD4,PNP,TAP2,IRF9,ZBED1,CYP21A2,APOBEC3G,RBM12,RBM8A",1.87109748895783
"976","green",TRUE,7.44e-07,644,819,67,0.082,0.104,"GO:0097367","MF",30,"carbohydrate derivative binding",3,"RUNX3,CD44,TNC,RFC2,ARHGEF5,CHI3L2,GNAI3,PDK3,TGFBR3,RAB27A,RAB7A,GCKR,IRAK3,MYH9,STK3,NOD1,GTPBP4,OAS3,VEGFA,PDE4D,RND3,GBP1,NEK6,MTHFD1L,TNFAIP6,RAP1B,FGFRL1,RAC2,ABCB7,GCH1,POPDC3,CHI3L1,PNPLA8,PIM1,THBS1,PARP9,HAPLN3,TP53,EIF4A3,SIK1,MAP3K6,CYR61,DYRK3,RAB13,RHOB,MMAA,DBI,MX1,ACAN,GBP2,FSTL1,NUAK2,GNL3,NOS3,GEM,ABCA1,DAPK3,ARF4,TAP1,MLKL,LPL,SPHK1,MX2,PDE4B,RTN4RL1,PNP,TAP2",3.1556784519195
"977","green",TRUE,0.00649,799,819,66,0.081,0.083,"GO:0036094","MF",30,"small molecule binding",3,"RUNX3,CD44,RFC2,ARHGEF5,FAM114A2,SLC2A3,GNAI3,PDK3,RAB27A,RAB7A,IRAK3,MYH9,STK3,GTPBP4,PFN1,OAS3,PDE4D,RND3,GBP1,NEK6,MTHFD1L,TNFAIP6,RAP1B,RAC2,SESN2,ABCB7,GCH1,PPARG,POPDC3,PNPLA8,PIM1,CYP1B1,HAPLN3,TP53,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,RHOB,PMP2,MMAA,BAG3,DBI,MX1,ACAN,COLEC12,GBP2,S100A9,NUAK2,GNL3,FABP5,NOS3,GEM,ABCA1,DAPK3,ARF4,TAP1,MLKL,LMAN2,SPHK1,ZBTB33,MX2,PDE4B,PNP,TAP2",2.96677457569924
"978","green",TRUE,3.8e-13,11003,819,614,0.75,0.056,"GO:0005515","MF",30,"protein binding",3,"SEMA3F,CD99,MAP3K14,TNFRSF12A,TEAD3,MGST1,IL32,ETV7,PLAUR,PRICKLE3,ELOVL5,MVP,WWTR1,HGF,SAMD4A,RUNX3,ERP44,ALAS1,BIRC3,GCLM,TYMP,VIM,FAS,CD44,MAP2K3,RNF19A,VCL,TNC,RFC2,ARHGEF5,PRDM1,ALDH18A1,YBX3,HDAC7,VMP1,RNF4,GNAI3,KARS,PDIA5,TBC1D1,KLF6,TNFRSF1A,PDK3,RASSF1,IFI35,TFE3,ATP11A,BCL3,ABCC9,TGFBR3,ATP1B3,RAB27A,WIPI1,WDR1,ACTN1,ZFYVE26,MRVI1,PVR,FOSL2,RAB7A,NFKB2,IL4R,SNRPA,TULP3,CXCL2,EIF3I,GCKR,CD59,PPP1R15A,UIMC1,SH3BP2,ASAP3,XRN2,RBBP9,RPLP0,PXN,GRAMD1A,CCNK,ICAM1,IRAK3,DNAJB11,PLEKHG2,PSME1,TBX15,MYL6,TGFB2,SORBS1,CREM,DSP,SH3GLB1,CDC7,NRP1,HSD3B7,GADD45B,XBP1,HMOX1,APOL4,APOL1,MYH9,HIF1A,PSMA6,NFKBIA,PSME2,CD40,TRIB3,SEC23B,MAPRE1,PLP2,MAGT1,TIMP1,GLA,STK24,CYB5B,EHD4,INTS9,STK3,ERI1,TNFRSF10A,ARHGEF10,NUCB1,RELB,CCDC9,PLIN3,JAK3,RPL18A,NAMPT,ZC3HAV1,NOD1,GARS,EZH2,SEC61B,DDX58,SHB,CDH23,GTPBP4,PPIF,TSPAN14,KPNB1,PFN1,ICAM2,LGALS3BP,CCL2,MLX,SMURF2,MAP2K6,SLC9A3R1,TNFAIP1,NFKB1,SOD3,CCDC86,NUP98,ELK3,LTBR,OAS3,C12ORF49,RFX4,SRSF3,CD83,ASCC3,MDFI,BYSL,VEGFA,HMGCS1,PCDHB6,LMNB1,ARRDC3,PDE4D,BCL6,TFG,GBE1,CISH,STEAP3,STAT1,IL1R1,IL1RL1,IL18R1,SRSF7,RND3,NFE2L2,CAPZA1,RNF19B,MAD2L2,GADD45A,RPF1,UAP1,GBP3,GBP1,ARTN,PIK3R3,CNN3,F3,TNFAIP3,RPN2,SPP1,CCND2,ELL2,HEATR1,NEK6,NR4A3,IFIT3,CD274,MTHFD1L,ETF1,TNFRSF10B,RPL21,GLIPR2,ACO1,SRGN,PRDX4,CDK2,NMI,TNFAIP6,BATF3,SNAI1,CDKN1A,LRRFIP1,MT2A,IRF1,IL1B,TNFSF9,TRIP10,CD93,PSMF1,BMP2,ZNF436,RALY,EIF2S2,IGFLR1,FRMD8,STAT5A,IFI6,MASP1,RAP1B,ZFP36,APOL2,RAC2,APOBEC3F,DNAJB9,CALU,HAT1,MPDU1,AP1M2,SIGLEC9,LDLR,BST2,SNX9,GDF15,HELZ2,SESN2,LILRB2,GFAP,PDLIM4,GFPT2,PPFIA1,GCH1,LGALS3,TRIM21,PPARG,EMILIN2,H3F3B,KDM6B,MATN2,FLOT2,NXT1,DAP3,CCNA1,TRPC4,RARRES3,LOXL2,BHLHE40,RSAD2,LDHA,IL15RA,EMP1,YARS,PHC2,DSC2,DTNA,COL4A2,STT3A,ANXA1,TMEM2,HILPDA,CD63,STX11,TEC,TMBIM1,DRAM1,IL6,ADAMTS7,DNAJC1,SLC31A1,ARPC5L,DERL1,MYC,IL33,PIM1,TUBB2B,HMGA1,IER3,IL18BP,LRRC32,DDX60,THBS1,HAUS2,DUSP5,PLCE1,PARP9,SPPL2A,HERC5,FGF2,ETV6,RBP5,FBLN5,WARS,TLE3,BCL2A1,ARRDC4,PML,NLRC5,OSGIN1,RPS2,TP53,SLC16A3,EIF4A3,CSNK1D,SECTM1,IGFBP4,IFITM3,HUNK,SIK1,EMP3,EPHA2,ARHGEF19,CYR61,MOB3C,SLC44A3,CTTNBP2NL,RGS16,RGL1,ADAMTSL4,MCL1,RAB13,TPM3,ILF2,RHOB,RQCD1,CSRNP1,NFKBIZ,TIFA,OSMR,PAM,FEM1C,TNIP1,DYNLT1,WTAP,MSN,IL2RG,PMP2,STOM,SURF4,NTMT1,PPRC1,ADAM12,ADM,SERPING1,CHEK1,MPZL2,YTHDF1,PPP4C,ARID5B,SEC24D,UBC,NCAPD3,MMAA,BAG3,ZFP36L2,MR1,CAST,RBMS1,CMIP,PITPNC1,C4ORF19,LONRF1,BTG3,RHOC,DBI,GNA14,UBE2L6,RBPMS,MMP14,ETS2,MX1,ACAN,MRPL17,TAGLN2,F11R,ADAMTS4,RCAN1,BTG2,HK2,C1R,ZFYVE28,ZYX,CSTB,RALGDS,SHC1,IL6R,LMNA,ITGA5,FGF11,EIF4A1,TBC1D24,FBLIM1,PDPN,MATN1,GBP2,VCAM1,ATF3,DENND2D,MAPKAPK2,S100A9,CCNYL1,FZD5,YY1AP1,FSTL1,LMOD1,IGFBP7,ARPC2,NUAK2,PTX3,CXCL5,CXCL1,GYG1,CDCP1,DTX3L,ZC3H12A,TMEM41A,RPN1,GNL3,SHISA5,POC1A,IL15,FABP5,TNFRSF11B,NOS3,GEM,ABCA1,NFIL3,PIGA,VCP,SPTSSA,DDX21,PLEKHF1,SERPINB8,PPIB,PDIA3,NKX3-1,MIDN,GATAD2A,TUBA1C,DAPK3,ANGPTL4,TK1,FADD,BATF2,SCARA3,VASN,MAPK1IP1L,ARF4,TAP1,BDKRB2,MLKL,STAT3,SEMA4C,SNTB2,IL12A,TNIP2,VAMP5,LMAN2,PRELID1,EFNA1,PTPN9,CLIC4,LIMS1,HNRNPF,TPST1,TM4SF1,FOS,TMED10,SMAD1,TMEM43,RBKS,JUNB,SPSB1,P2RY6,CEBPB,MYD88,RELA,HSPA6,PARP14,GLRX,GMPPB,HAP1,EIF1,GNG5,FZD4,DES,TRAF6,DDIT3,PTPN2,LPL,FOSL1,RUVBL1,SFN,SPHK1,EPS8L2,ANO6,SAMD9L,TGIF1,ZBTB33,JUN,AGTRAP,FAM20C,HNRNPA0,MLF1,ZNF114,THBD,C17ORF62,CIITA,SLC9A9,SLC2A4,C1S,KPNA2,FES,LIMK2,ANXA2,HMGN4,SPATA13,PTTG1IP,MX2,IQGAP3,ARSI,LRRC55,SOCS3,PDE4B,SEPT9,FAM110C,MAFF,SOCS1,MUC1,IRF7,SP1,ZFP36L1,IFITM1,RTN4RL1,UBE2H,MT1X,COL4A1,ISG15,EIF4EBP1,PLSCR1,FAM83G,PARVB,LITAF,SERPINA3,SIAH1,ARID5A,SERTAD1,SVIL,PDGFA,S100A10,MCMBP,TEAD4,MPZL1,PIM3,GPN1,BAZ1A,KTI12,OSTC,SFMBT2,MFAP3L,PSMB8,TAP2,TBC1D8,MT1A,HLA-A,GPX3,PPP1CB,S1PR3,CLIC1,IRF9,ALG3,ZBED1,IFI30,CEBPD,APOL6,C4B,TAPBP,KIAA0040,TXNDC5,APOBEC3G,PSMB9,AQP1,ARFGAP3,GNG10,TNFRSF6B,CFB,RBM12,C4A,ZNF625,TUBB3,RBM8A,ORAI1",1.0162372433747
"979","green",TRUE,0.0186,86,819,15,0.018,0.174,"GO:0019955","MF",30,"cytokine binding",4,"FAS,TNFRSF1A,TGFBR3,NRP1,PLP2,IL18R1,GBP1,IL18BP,THBS1,IL2RG,IL6R,PDPN,VASN,IL12A,FZD4",6.28587626108981
"980","green",TRUE,0.00196,836,819,70,0.085,0.084,"GO:0046983","MF",30,"protein dimerization activity",4,"TYMP,KARS,ACTN1,PVR,IRAK3,TGFB2,SH3GLB1,XBP1,HMOX1,MYH9,HIF1A,GLA,STK3,NOD1,GARS,MLX,NFKB1,VEGFA,HMGCS1,STAT1,GADD45A,GBP3,GBP1,NR4A3,MTHFD1L,GLIPR2,LRRFIP1,PSMF1,BMP2,MASP1,BST2,SNX9,GDF15,LILRB2,PDLIM4,GCH1,PPARG,FLOT2,BHLHE40,TUBB2B,SPPL2A,FBLN5,WARS,BCL2A1,PML,TP53,MCL1,RQCD1,MMAA,DBI,RBPMS,IL6R,GBP2,ATF3,DAPK3,TAP1,BDKRB2,STAT3,IL12A,TPST1,FOS,CEBPB,RELA,FZD4,DDIT3,JUN,SP1,PDGFA,S100A10,APOBEC3G",3.74420068140057
"981","green",TRUE,3.38e-07,1437,819,119,0.145,0.083,"GO:0042802","MF",30,"identical protein binding",4,"MVP,HGF,ALAS1,TYMP,VIM,FAS,ALDH18A1,RNF4,KARS,TNFRSF1A,ACTN1,PVR,SNRPA,IRAK3,TGFB2,SH3GLB1,XBP1,HMOX1,MYH9,NFKBIA,PSME2,MAPRE1,GLA,STK3,NAMPT,NOD1,GARS,DDX58,MLX,SMURF2,TNFAIP1,NFKB1,LTBR,MDFI,VEGFA,HMGCS1,PCDHB6,BCL6,TFG,STAT1,GADD45A,UAP1,GBP3,GBP1,TNFAIP3,NR4A3,IFIT3,MTHFD1L,GLIPR2,NMI,LRRFIP1,TRIP10,PSMF1,MASP1,APOBEC3F,LDLR,BST2,SNX9,GDF15,LILRB2,GFAP,PDLIM4,GCH1,TRIM21,PPARG,BHLHE40,PHC2,SLC31A1,THBS1,SPPL2A,FBLN5,WARS,BCL2A1,PML,TP53,MCL1,RQCD1,TNIP1,DYNLT1,MMAA,RBPMS,MX1,IL6R,GBP2,ATF3,PTX3,CXCL5,FABP5,NFIL3,VCP,PDIA3,DAPK3,ANGPTL4,TK1,FADD,TAP1,STAT3,TPST1,SMAD1,CEBPB,MYD88,RELA,FZD4,DES,TRAF6,DDIT3,SFN,JUN,ZNF114,C1S,ANXA2,SP1,SIAH1,PDGFA,S100A10,ZBED1,APOBEC3G,AQP1,ORAI1",3.78474677579492
"982","green",TRUE,0.0115,651,819,56,0.068,0.086,"GO:0042803","MF",30,"protein homodimerization activity",5,"TYMP,KARS,ACTN1,PVR,IRAK3,TGFB2,SH3GLB1,HMOX1,MYH9,GLA,NOD1,MLX,VEGFA,HMGCS1,STAT1,GADD45A,GBP3,GBP1,NR4A3,MTHFD1L,GLIPR2,LRRFIP1,PSMF1,MASP1,BST2,SNX9,GDF15,LILRB2,PDLIM4,GCH1,BHLHE40,SPPL2A,FBLN5,WARS,BCL2A1,PML,MCL1,RQCD1,MMAA,RBPMS,IL6R,GBP2,ATF3,DAPK3,TAP1,STAT3,TPST1,CEBPB,RELA,FZD4,DDIT3,JUN,SP1,PDGFA,S100A10,APOBEC3G",4.37115508072692
"983","green",TRUE,0.000481,442,819,46,0.056,0.104,"GO:0050839","MF",30,"cell adhesion molecule binding",4,"VCL,ACTN1,PVR,ICAM1,SH3GLB1,MYH9,MAPRE1,STK24,EHD4,PLIN3,ZC3HAV1,PFN1,ICAM2,STAT1,CAPZA1,CNN3,LRRFIP1,IL1B,SNX9,LILRB2,TRPC4,LDHA,ANXA1,TMEM2,THBS1,FGF2,FBLN5,RPS2,CSNK1D,EPHA2,CYR61,MSN,BAG3,CAST,TAGLN2,F11R,VCAM1,VASN,PTPN2,RUVBL1,SFN,EPS8L2,ANXA2,SEPT9,S1PR3,CLIC1",5.6211670158504
"984","green",TRUE,0.0168,297,819,32,0.039,0.108,"GO:0045296","MF",30,"cadherin binding",5,"VCL,SH3GLB1,MYH9,MAPRE1,STK24,EHD4,PLIN3,ZC3HAV1,PFN1,STAT1,CAPZA1,CNN3,LRRFIP1,SNX9,TRPC4,LDHA,ANXA1,TMEM2,RPS2,CSNK1D,EPHA2,BAG3,CAST,TAGLN2,F11R,VASN,RUVBL1,SFN,EPS8L2,ANXA2,SEPT9,CLIC1",7.59140926556524
"985","green",TRUE,9.18e-05,1702,819,126,0.154,0.074,"GO:0043167","MF",30,"ion binding",3,"RUNX3,CD44,RFC2,ARHGEF5,RNF4,GNAI3,MTHFD2,PDK3,RASSF1,TGFBR3,RAB27A,WIPI1,ZFYVE26,RAB7A,TULP3,GCKR,B4GALT1,IRAK3,MYH9,PSMA6,TIMP1,STK3,PLEKHA4,ETHE1,DDX58,GTPBP4,KPNB1,PFN1,SOD3,OAS3,VEGFA,PCDHB6,PDE4D,GALNT3,RND3,GBP1,F3,MAN1C1,NEK6,MTHFD1L,TNFAIP6,MT2A,MASP1,RAP1B,FGFRL1,RAC2,APOBEC3F,CALU,SNX9,SESN2,ABCB7,GCH1,PPARG,POPDC3,LOXL2,ANXA1,TMEM2,PNPLA8,TEC,MYO1G,PIM1,THBS1,PARP9,ENPEP,HAPLN3,TP53,EIF4A3,SIK1,MAP3K6,CYR61,DYRK3,RAB13,RHOB,PAM,PMP2,SEC24D,MMAA,PITPNC1,DBI,MMP14,MX1,ACAN,C1R,ZFYVE28,SHC1,GBP2,S100A9,FSTL1,NUAK2,GNL3,ERAP2,FABP5,NOS3,GEM,ABCA1,PLEKHF1,DAPK3,TK1,ARF4,TAP1,MLKL,LIMS1,RELA,PITPNA,LPL,SPHK1,FAM20C,THBD,FES,ANXA2,MX2,TNFAIP8L3,PDE4B,ZNF93,RTN4RL1,MT1X,PLSCR1,LITAF,SIAH1,ADH1B,PNP,TAP2,MT1A,MT1M,C2CD4B,APOBEC3G",2.03965329162142
"986","green",TRUE,6.85e-06,1033,819,90,0.11,0.087,"GO:0043168","MF",30,"anion binding",4,"RUNX3,CD44,RFC2,ARHGEF5,GNAI3,MTHFD2,PDK3,TGFBR3,RAB27A,WIPI1,ZFYVE26,RAB7A,TULP3,GCKR,IRAK3,MYH9,PSMA6,STK3,PLEKHA4,GTPBP4,PFN1,OAS3,VEGFA,PDE4D,RND3,GBP1,F3,NEK6,MTHFD1L,TNFAIP6,RAP1B,FGFRL1,RAC2,SNX9,SESN2,ABCB7,GCH1,PPARG,POPDC3,ANXA1,PNPLA8,TEC,MYO1G,PIM1,THBS1,PARP9,HAPLN3,TP53,EIF4A3,SIK1,MAP3K6,CYR61,DYRK3,RAB13,RHOB,PMP2,MMAA,PITPNC1,DBI,MX1,ACAN,ZFYVE28,SHC1,GBP2,S100A9,FSTL1,NUAK2,GNL3,FABP5,NOS3,GEM,ABCA1,PLEKHF1,DAPK3,ARF4,TAP1,MLKL,RELA,PITPNA,LPL,SPHK1,FES,ANXA2,MX2,TNFAIP8L3,PDE4B,RTN4RL1,PNP,TAP2,C2CD4B",2.90863967263575
"987","green",TRUE,0.0047,3416,819,210,0.256,0.061,"GO:0097159","MF",30,"organic cyclic compound binding",3,"TEAD3,ETV7,SAMD4A,RUNX3,VIM,RFC2,ARHGEF5,FAM114A2,PRDM1,ALDH18A1,YBX3,RNF4,GNAI3,KARS,KLF6,PDK3,TFE3,RAB27A,ACTN1,FNDC3B,FOSL2,RAB7A,NFKB2,SNRPA,EIF3I,DIMT1,XRN2,RPLP0,IRAK3,ARCN1,CREM,DSP,XBP1,HMOX1,MYH9,HIF1A,PSMA6,MAPRE1,CYB5B,EHD4,STK3,ERI1,RELB,CCDC9,RPL18A,ZC3HAV1,EZH2,AEBP1,SEC61B,DDX58,GTPBP4,KPNB1,PFN1,MLX,NFKB1,CCDC86,NUP98,ELK3,OAS3,RFX4,SRSF3,ASCC3,BYSL,PDE4D,BCL6,STAT1,SRSF7,RND3,NFE2L2,RPF1,GBP1,FASTKD2,HEATR1,PTBP3,NEK6,NR4A3,MTHFD1L,ETF1,RPL21,ACO1,BATF3,ZNFX1,LRRFIP1,IRF1,RRBP1,RALY,EIF2S2,RAP1B,RAC2,APOBEC3F,BST2,HELZ2,ABCB7,RFTN1,GCH1,LGALS3,PPARG,POPDC3,H3F3B,DAP3,BHLHE40,YARS,PNPLA8,SP110,CKAP4,MYC,PIM1,HMGA1,DDX60,CYP1B1,PARP9,HERC5,ETV6,NLRC5,RPS2,TP53,SLC16A3,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,ILF2,RHOB,MSN,PMP2,PPRC1,SERPINH1,YTHDF1,ARID5B,UBC,MMAA,BAG3,ZFP36L2,CAST,RBMS1,DBI,RBPMS,ETS2,MX1,RCAN1,ZYX,CSTB,FDPS,IER2,EIF4A1,GBP2,ATF3,NUAK2,RPL22L1,TIPARP,ZC3H12A,RPN1,GNL3,NOS3,GEM,ABCA1,NFIL3,VCP,DDX21,PPIB,PDIA3,NKX3-1,DAPK3,ARF4,TAP1,MLKL,STAT3,SNTB2,HNRNPF,TRIM56,FOS,SMAD1,JUNB,ISG20,CEBPB,RELA,EIF1,DDIT3,FOSL1,SPHK1,TGIF1,ZBTB33,JUN,HNRNPA0,MLF1,CIITA,KPNA2,ANXA2,MX2,PDE4B,MAFF,MUC1,IRF7,SP1,ZFP36L1,ZNF395,LITAF,SERPINA3,YRDC,ARID5A,TEAD4,PNP,TAP2,IRF9,ZBED1,CYP21A2,APOBEC3G,RBM12,RBM8A",1.85728713079972
"988","green",TRUE,0.00151,564,819,53,0.065,0.094,"GO:1901265","MF",30,"nucleoside phosphate binding",4,"RUNX3,RFC2,ARHGEF5,FAM114A2,GNAI3,PDK3,RAB27A,RAB7A,IRAK3,MYH9,PSMA6,STK3,GTPBP4,PFN1,OAS3,PDE4D,RND3,GBP1,NEK6,MTHFD1L,RAP1B,RAC2,ABCB7,GCH1,POPDC3,PNPLA8,PIM1,TP53,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,RHOB,MMAA,BAG3,DBI,MX1,GBP2,NUAK2,GNL3,NOS3,GEM,ABCA1,DAPK3,ARF4,TAP1,MLKL,SPHK1,ZBTB33,MX2,PDE4B,TAP2",3.11957344727738
"989","green",TRUE,0.00324,563,819,52,0.063,0.092,"GO:0000166","MF",30,"nucleotide binding",5,"RUNX3,RFC2,ARHGEF5,FAM114A2,GNAI3,PDK3,RAB27A,RAB7A,IRAK3,MYH9,STK3,GTPBP4,PFN1,OAS3,PDE4D,RND3,GBP1,NEK6,MTHFD1L,RAP1B,RAC2,ABCB7,GCH1,POPDC3,PNPLA8,PIM1,TP53,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,RHOB,MMAA,BAG3,DBI,MX1,GBP2,NUAK2,GNL3,NOS3,GEM,ABCA1,DAPK3,ARF4,TAP1,MLKL,SPHK1,ZBTB33,MX2,PDE4B,TAP2",3.11996753595243
"990","green",TRUE,6.08e-05,440,819,48,0.059,0.109,"GO:0032553","MF",30,"ribonucleotide binding",6,"RUNX3,RFC2,ARHGEF5,GNAI3,PDK3,RAB27A,RAB7A,IRAK3,MYH9,STK3,GTPBP4,OAS3,PDE4D,RND3,GBP1,NEK6,MTHFD1L,RAP1B,RAC2,ABCB7,GCH1,POPDC3,PNPLA8,PIM1,TP53,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,RHOB,MMAA,DBI,MX1,GBP2,NUAK2,GNL3,NOS3,GEM,ABCA1,DAPK3,ARF4,TAP1,MLKL,SPHK1,MX2,PDE4B,TAP2",3.34636825838397
"991","green",TRUE,1e-05,443,819,50,0.061,0.113,"GO:0017076","MF",30,"purine nucleotide binding",6,"RUNX3,RFC2,ARHGEF5,FAM114A2,GNAI3,PDK3,RAB27A,RAB7A,IRAK3,MYH9,STK3,GTPBP4,PFN1,OAS3,PDE4D,RND3,GBP1,NEK6,MTHFD1L,RAP1B,RAC2,ABCB7,GCH1,POPDC3,PNPLA8,PIM1,TP53,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,RHOB,MMAA,BAG3,DBI,MX1,GBP2,NUAK2,GNL3,GEM,ABCA1,DAPK3,ARF4,TAP1,MLKL,SPHK1,MX2,PDE4B,TAP2",3.34983446636045
"992","green",TRUE,9.26e-05,432,819,47,0.057,0.109,"GO:0032555","MF",30,"purine ribonucleotide binding",7,"RUNX3,RFC2,ARHGEF5,GNAI3,PDK3,RAB27A,RAB7A,IRAK3,MYH9,STK3,GTPBP4,OAS3,PDE4D,RND3,GBP1,NEK6,MTHFD1L,RAP1B,RAC2,ABCB7,GCH1,POPDC3,PNPLA8,PIM1,TP53,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,RHOB,MMAA,DBI,MX1,GBP2,NUAK2,GNL3,GEM,ABCA1,DAPK3,ARF4,TAP1,MLKL,SPHK1,MX2,PDE4B,TAP2",3.3563037598859
"993","green",TRUE,5.53e-05,384,819,44,0.054,0.115,"GO:0035639","MF",30,"purine ribonucleoside triphosphate binding",5,"RUNX3,RFC2,ARHGEF5,GNAI3,PDK3,RAB27A,RAB7A,IRAK3,MYH9,PSMA6,STK3,GTPBP4,OAS3,RND3,GBP1,NEK6,MTHFD1L,RAP1B,RAC2,ABCB7,GCH1,PNPLA8,PIM1,TP53,EIF4A3,SIK1,MAP3K6,DYRK3,RAB13,RHOB,MMAA,MX1,GBP2,NUAK2,GNL3,GEM,ABCA1,DAPK3,ARF4,TAP1,MLKL,SPHK1,MX2,TAP2",3.43144917617793
"994","green",TRUE,0.00957,136,819,20,0.024,0.147,"GO:0001882","MF",30,"nucleoside binding",4,"ARHGEF5,GNAI3,RAB27A,RAB7A,GTPBP4,RND3,GBP1,RAP1B,RAC2,GCH1,RAB13,RHOB,MMAA,MX1,GBP2,GNL3,GEM,ARF4,MX2,PNP",3.37291627381968
"995","green",TRUE,0.0228,132,819,19,0.023,0.144,"GO:0032549","MF",30,"ribonucleoside binding",5,"ARHGEF5,GNAI3,RAB27A,RAB7A,GTPBP4,RND3,GBP1,RAP1B,RAC2,GCH1,RAB13,RHOB,MMAA,MX1,GBP2,GNL3,GEM,ARF4,MX2",3.37647590127525
"996","green",TRUE,0.0228,132,819,19,0.023,0.144,"GO:0001883","MF",30,"purine nucleoside binding",5,"ARHGEF5,GNAI3,RAB27A,RAB7A,GTPBP4,RND3,GBP1,RAP1B,RAC2,GCH1,RAB13,RHOB,MMAA,MX1,GBP2,GNL3,GEM,ARF4,MX2",3.37800534332715
"997","green",TRUE,0.0203,131,819,19,0.023,0.145,"GO:0032550","MF",30,"purine ribonucleoside binding",6,"ARHGEF5,GNAI3,RAB27A,RAB7A,GTPBP4,RND3,GBP1,RAP1B,RAC2,GCH1,RAB13,RHOB,MMAA,MX1,GBP2,GNL3,GEM,ARF4,MX2",3.37953712815564
"998","green",TRUE,0.0483,139,819,19,0.023,0.137,"GO:0032561","MF",30,"guanyl ribonucleotide binding",1,"ARHGEF5,GNAI3,RAB27A,RAB7A,GTPBP4,RND3,GBP1,RAP1B,RAC2,GCH1,RAB13,RHOB,MMAA,MX1,GBP2,GNL3,GEM,ARF4,MX2",4.84945751278735
"999","green",TRUE,0.00476,119,819,19,0.023,0.16,"GO:0005525","MF",30,"GTP binding",2,"ARHGEF5,GNAI3,RAB27A,RAB7A,GTPBP4,RND3,GBP1,RAP1B,RAC2,GCH1,RAB13,RHOB,MMAA,MX1,GBP2,GNL3,GEM,ARF4,MX2",5.0264599081037
"1000","green",TRUE,0.0171,256,819,29,0.035,0.113,"GO:0016757","MF",55,"transferase activity, transferring glycosyl groups",1,"ST3GAL1,TYMP,GYG2,B4GALT1,MAGT1,NAMPT,GALNT18,ST8SIA1,GBE1,UMPS,GALNT3,RPN2,SDF2L1,A4GALT,CHSY1,STT3A,PARP9,UGCG,B4GALT5,TIPARP,GYG1,RPN1,GALNT10,PIGA,PARP14,PNP,OSTC,ALG3,GALNT4",4.84945751278735
"1001","green",TRUE,0.000103,24,819,10,0.012,0.417,"GO:0005035","MF",25,"death receptor activity",1,"FAS,RELT,TNFRSF1A,CD40,TNFRSF10A,LTBR,TNFRSF10B,TNFRSF11B,TNFRSF10C,TNFRSF6B",8.56080982275334
