"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"644","royalblue",TRUE,0.0196,4007,496,153,0.308,0.038,"GO:0006810","BP",20,"transport",3,"NIPAL3,SPAG9,CLCN6,RABGAP1,RUFY3,RABEP1,SLC4A8,APPBP2,SNAP91,EVI5,KIF2A,ATP2B1,SEL1L,SLC25A40,BCAP29,KIFAP3,TPD52,RIMS1,GSK3B,TNPO1,APLP2,SCAMP1,HUWE1,SLC17A6,ADRBK2,TRIP11,SEC23A,MIB1,NDFIP2,DNAJC3,RAB2A,TMEM106B,MAPK8,RPS6KB1,PSMD11,TBC1D9,CLCN3,GLRB,PPP6R3,SLC38A1,TMEM30A,COL4A3BP,KPNA1,FGF12,ATP6V1A,PEX5L,SPTBN1,CHMP3,SLC9A2,DNAJC6,MFN2,RIMS3,SSX2IP,ADRA1A,PIK3CA,COPA,OPTN,ARFGEF2,ATP8A1,USP9X,KLC1,TBC1D5,KIF3A,NDFIP1,DCTN4,MYH10,SORT1,NAPG,SCYL2,SLC41A2,VPS36,SCN2A,STAM,STXBP1,SORL1,KIF23,ACTR2,PREPL,NCOA2,PDPK1,VPS53,NPEPPS,APP,SCN1A,SLC4A10,UNC80,STXBP5L,ANK2,GABRB2,LRP12,ITPR1,CACNA1C,SLC2A13,CSNK1G3,AKAP6,AP1S3,RABGAP1L,TGOLN2,GPD1L,CACNA2D1,ATP6V1C1,MICU3,BAG4,APPL1,KCNB1,DYNC1I1,SLMAP,STXBP5,KCNV1,PHAX,CPSF2,KCNC2,PRKCB,AP1G1,DCTN5,STX3,SCG5,MAP1A,HOOK3,CDC40,NLGN1,EMB,ANO5,PRNP,PSMD2,DPP10,KCNA2,PTPN11,NRXN1,SLC36A4,ATP6AP2,CACNB4,TRAPPC6B,SLC8A1,DRD1,KCNQ5,UBQLN2,CD47,SCN8A,KPNA5,FAM3C,IGF2R,LRRC8B,MYO5A,VPS13A,CALM1,SLC9A6,SREBF2,PPP1R10,SLC35B4,ANKRD28,DDX3X,NEFL",2.48374481483514
"645","royalblue",TRUE,0.00507,918,496,51,0.103,0.056,"GO:0055085","BP",20,"transmembrane transport",4,"CLCN6,ATP2B1,SEL1L,CLCN3,GLRB,SLC38A1,TMEM30A,FGF12,ATP6V1A,PEX5L,SLC9A2,ATP8A1,SORT1,SLC41A2,SCN2A,PDPK1,APP,UNC80,ANK2,GABRB2,ITPR1,CACNA1C,SLC2A13,AKAP6,GPD1L,CACNA2D1,ATP6V1C1,MICU3,APPL1,KCNB1,SLMAP,KCNV1,KCNC2,PRKCB,NLGN1,EMB,ANO5,PRNP,DPP10,KCNA2,PTPN11,NRXN1,SLC36A4,CACNB4,SLC8A1,DRD1,KCNQ5,LRRC8B,CALM1,SLC9A6,SLC35B4",3.88549406916558
"646","royalblue",TRUE,0.000385,2275,496,104,0.21,0.046,"GO:0051641","BP",20,"cellular localization",2,"SPAG9,RABGAP1,RUFY3,APPBP2,EVI5,MEF2A,SEL1L,BCAP29,KIFAP3,DDX1,RIMS1,EPB41L3,GSK3B,TNPO1,EFR3B,HUWE1,SLC17A6,TRIP11,SEC23A,RAB2A,TMEM106B,MAPK8,TNKS2,TBC1D9,RAPGEF2,PPP6R3,TMEM30A,COL4A3BP,KPNA1,ACAP2,PEX5L,SPTBN1,RTN4,CHMP3,DNAJC6,MFN2,RIMS3,SSX2IP,ADRA1A,COPA,OPTN,USP9X,TBC1D5,KIF3A,DCTN4,SORT1,NAPG,ROCK2,SCYL2,VPS36,STAM,STXBP1,SORL1,PREPL,PDPK1,VPS53,NPEPPS,APP,ANK2,ITPR1,CACNA1C,AKAP6,AP1S3,RABGAP1L,TGOLN2,GPD1L,PTPRK,CACNA2D1,BAG4,APPL1,KCNB1,DYNC1I1,PRKAA2,SLMAP,LZTFL1,PHAX,CPSF2,AP1G1,DCTN5,STX3,SCG5,MAP1A,HOOK3,CDC40,NLGN1,PRNP,LEMD3,CNTNAP2,DPP10,NRXN1,TRAPPC6B,SLC8A1,DRD1,KPNA5,MYO5A,VPS13A,CALM1,SREBF2,PPP1R10,MZT1,ANKRD28,UBXN2B,DDX3X,NEFL",3.24197399957096
"647","royalblue",TRUE,0.00107,1721,496,83,0.167,0.048,"GO:0051649","BP",20,"establishment of localization in cell",3,"SPAG9,RABGAP1,RUFY3,APPBP2,EVI5,SEL1L,BCAP29,KIFAP3,RIMS1,GSK3B,TNPO1,HUWE1,SLC17A6,TRIP11,SEC23A,RAB2A,MAPK8,TBC1D9,PPP6R3,TMEM30A,COL4A3BP,KPNA1,PEX5L,SPTBN1,CHMP3,DNAJC6,MFN2,RIMS3,SSX2IP,ADRA1A,COPA,USP9X,TBC1D5,KIF3A,DCTN4,SORT1,NAPG,SCYL2,VPS36,STAM,STXBP1,SORL1,PREPL,PDPK1,VPS53,NPEPPS,APP,ANK2,ITPR1,CACNA1C,AKAP6,AP1S3,RABGAP1L,TGOLN2,CACNA2D1,BAG4,KCNB1,DYNC1I1,PHAX,CPSF2,AP1G1,DCTN5,STX3,SCG5,MAP1A,HOOK3,CDC40,NLGN1,PRNP,LEMD3,NRXN1,TRAPPC6B,SLC8A1,DRD1,KPNA5,MYO5A,VPS13A,CALM1,SREBF2,PPP1R10,ANKRD28,UBXN2B,NEFL",3.41602458041149
"648","royalblue",TRUE,0.0154,1442,496,69,0.139,0.048,"GO:0046907","BP",20,"intracellular transport",3,"SPAG9,RABGAP1,RUFY3,APPBP2,EVI5,SEL1L,BCAP29,KIFAP3,RIMS1,GSK3B,TNPO1,HUWE1,TRIP11,SEC23A,RAB2A,TBC1D9,PPP6R3,TMEM30A,COL4A3BP,KPNA1,PEX5L,SPTBN1,CHMP3,MFN2,RIMS3,SSX2IP,COPA,USP9X,TBC1D5,KIF3A,DCTN4,SORT1,NAPG,SCYL2,VPS36,STAM,STXBP1,SORL1,PREPL,VPS53,NPEPPS,APP,ANK2,AKAP6,AP1S3,RABGAP1L,TGOLN2,BAG4,KCNB1,DYNC1I1,PHAX,CPSF2,AP1G1,DCTN5,STX3,SCG5,MAP1A,HOOK3,CDC40,NLGN1,PRNP,TRAPPC6B,KPNA5,MYO5A,VPS13A,SREBF2,PPP1R10,ANKRD28,NEFL",3.92618257313009
"649","royalblue",TRUE,0.0307,597,496,36,0.073,0.06,"GO:0060341","BP",20,"regulation of cellular localization",3,"RUFY3,RIMS1,GSK3B,HUWE1,MAPK8,TMEM30A,SPTBN1,RTN4,CHMP3,RIMS3,ROCK2,STXBP1,SORL1,PREPL,PDPK1,NPEPPS,ANK2,CACNA1C,AKAP6,GPD1L,BAG4,APPL1,KCNB1,PRKAA2,LZTFL1,STX3,MAP1A,NLGN1,PRNP,DPP10,NRXN1,SLC8A1,DRD1,CALM1,SREBF2,UBXN2B",4.38710630387396
"650","royalblue",TRUE,0.00401,687,496,42,0.085,0.061,"GO:0034220","BP",20,"ion transmembrane transport",1,"CLCN6,ATP2B1,CLCN3,GLRB,SLC38A1,FGF12,ATP6V1A,SLC9A2,ATP8A1,SCN2A,PDPK1,APP,UNC80,ANK2,GABRB2,ITPR1,CACNA1C,AKAP6,GPD1L,CACNA2D1,ATP6V1C1,MICU3,KCNB1,SLMAP,KCNV1,KCNC2,NLGN1,EMB,ANO5,PRNP,DPP10,KCNA2,NRXN1,SLC36A4,CACNB4,SLC8A1,DRD1,KCNQ5,LRRC8B,CALM1,SLC9A6,SLC35B4",4.24946812929679
"651","royalblue",TRUE,0.0266,569,496,35,0.071,0.062,"GO:0007017","BP",2,"microtubule-based process",1,"SLK,KIF2A,SMC1A,KIFAP3,GSK3B,TNPO1,CYLD,KLHL42,TRIP11,TRIM37,CHMP3,SSX2IP,CAMSAP2,KLC1,CAMSAP1,KIF3A,ROCK2,KIF23,KIF21A,APP,PLK2,DYRK1A,DYNC1I1,TAOK1,PRKAA2,HDGFRP3,CCDC68,MAP1A,HOOK3,MECP2,SRGAP2C,MAP7D2,MZT1,UBXN2B,NEFL",4.90540639202114
"652","royalblue",TRUE,0.0129,118,496,14,0.028,0.119,"GO:0001508","BP",6,"action potential",1,"FGF12,ADRA1A,SCN2A,SCN1A,ANK2,CACNA1C,AKAP6,GPD1L,CACNA2D1,KCNB1,SLMAP,KCNA2,SLC8A1,SCN8A",6.46949162159781
"653","royalblue",TRUE,0.0108,3426,496,136,0.274,0.04,"GO:0043412","BP",18,"macromolecule modification",1,"MSL3,CDKL5,SPAG9,UBE3C,MRE11A,PIAS1,MAPK9,FNIP2,RC3H2,BTBD1,SLK,KDM4A,MEF2A,MAPK6,SEL1L,FBXW11,NUAK1,UBE2K,RIF1,UBA5,GSK3B,KAT6A,CYLD,APLP2,HUWE1,KLHL42,PTPN4,DOCK3,DLD,RPS6KA5,NDFIP2,DNAJC3,NBN,RAB2A,MAPK8,BMPR1A,TNKS2,MTMR4,TRIM37,RPS6KB1,PSMD11,PRKAR1A,RAPGEF2,PPP6R3,MADD,PPP2CA,TRIM23,INO80D,SPTBN1,GALNT3,ASH1L,UCHL5,AKT3,ADRA1A,PIK3CA,ACVR1C,USP9X,UBE4B,NDFIP1,ROCK2,FBXO18,GOLM1,USP37,LMO7,STAM,RNF38,SORL1,FBXO11,ABI2,USP8,MTMR6,FTO,PDPK1,NPEPPS,RPRD1A,APP,PRKACB,CDC42BPA,ASXL2,MARCH6,PLK2,CSNK1G3,AKAP6,MGAT5,TGOLN2,ZFP36L2,GPD1L,PTPRK,TRIP12,NPTN,DYRK1A,TAOK1,ADAR,ZYG11B,PRKAA2,DDR2,B3GALNT2,YEATS2,UBXN7,RNF180,RICTOR,PDP1,TRUB1,CUL5,PRKCB,KIAA1586,SETD5,MECP2,USP47,USP32,FAM98B,PRNP,OXSR1,VCPIP1,PSMD2,PPM1E,ZDHHC21,SMCR8,KLHL11,PTPN11,NRXN1,ATP6AP2,PLCB1,TTC3,TBK1,USP7,NF1,MIER1,CALM1,CDC42BPB,MTOR,PJA2,ISPD,DDX3X,ALG11,NEFL",2.74050741124959
"654","royalblue",TRUE,0.0028,3250,496,133,0.268,0.041,"GO:0036211","BP",18,"protein modification process",1,"MSL3,CDKL5,SPAG9,UBE3C,MRE11A,PIAS1,MAPK9,FNIP2,RC3H2,BTBD1,SLK,KDM4A,MEF2A,MAPK6,SEL1L,FBXW11,NUAK1,UBE2K,RIF1,UBA5,GSK3B,KAT6A,CYLD,APLP2,HUWE1,KLHL42,PTPN4,DOCK3,DLD,RPS6KA5,NDFIP2,DNAJC3,NBN,RAB2A,MAPK8,BMPR1A,TNKS2,MTMR4,TRIM37,RPS6KB1,PSMD11,PRKAR1A,RAPGEF2,PPP6R3,MADD,PPP2CA,TRIM23,INO80D,SPTBN1,GALNT3,ASH1L,UCHL5,AKT3,ADRA1A,PIK3CA,ACVR1C,USP9X,UBE4B,NDFIP1,ROCK2,FBXO18,GOLM1,USP37,LMO7,STAM,RNF38,SORL1,FBXO11,ABI2,USP8,MTMR6,PDPK1,NPEPPS,RPRD1A,APP,PRKACB,CDC42BPA,ASXL2,MARCH6,PLK2,CSNK1G3,AKAP6,MGAT5,TGOLN2,ZFP36L2,GPD1L,PTPRK,TRIP12,NPTN,DYRK1A,TAOK1,ADAR,ZYG11B,PRKAA2,DDR2,B3GALNT2,YEATS2,UBXN7,RNF180,RICTOR,PDP1,CUL5,PRKCB,KIAA1586,SETD5,USP47,USP32,FAM98B,PRNP,OXSR1,VCPIP1,PSMD2,PPM1E,ZDHHC21,SMCR8,KLHL11,PTPN11,NRXN1,ATP6AP2,PLCB1,TTC3,TBK1,USP7,NF1,MIER1,CALM1,CDC42BPB,MTOR,PJA2,ISPD,DDX3X,ALG11,NEFL",2.78191017934823
"655","royalblue",TRUE,0.0028,3250,496,133,0.268,0.041,"GO:0006464","BP",18,"cellular protein modification process",1,"MSL3,CDKL5,SPAG9,UBE3C,MRE11A,PIAS1,MAPK9,FNIP2,RC3H2,BTBD1,SLK,KDM4A,MEF2A,MAPK6,SEL1L,FBXW11,NUAK1,UBE2K,RIF1,UBA5,GSK3B,KAT6A,CYLD,APLP2,HUWE1,KLHL42,PTPN4,DOCK3,DLD,RPS6KA5,NDFIP2,DNAJC3,NBN,RAB2A,MAPK8,BMPR1A,TNKS2,MTMR4,TRIM37,RPS6KB1,PSMD11,PRKAR1A,RAPGEF2,PPP6R3,MADD,PPP2CA,TRIM23,INO80D,SPTBN1,GALNT3,ASH1L,UCHL5,AKT3,ADRA1A,PIK3CA,ACVR1C,USP9X,UBE4B,NDFIP1,ROCK2,FBXO18,GOLM1,USP37,LMO7,STAM,RNF38,SORL1,FBXO11,ABI2,USP8,MTMR6,PDPK1,NPEPPS,RPRD1A,APP,PRKACB,CDC42BPA,ASXL2,MARCH6,PLK2,CSNK1G3,AKAP6,MGAT5,TGOLN2,ZFP36L2,GPD1L,PTPRK,TRIP12,NPTN,DYRK1A,TAOK1,ADAR,ZYG11B,PRKAA2,DDR2,B3GALNT2,YEATS2,UBXN7,RNF180,RICTOR,PDP1,CUL5,PRKCB,KIAA1586,SETD5,USP47,USP32,FAM98B,PRNP,OXSR1,VCPIP1,PSMD2,PPM1E,ZDHHC21,SMCR8,KLHL11,PTPN11,NRXN1,ATP6AP2,PLCB1,TTC3,TBK1,USP7,NF1,MIER1,CALM1,CDC42BPB,MTOR,PJA2,ISPD,DDX3X,ALG11,NEFL",2.78202826401507
"656","royalblue",TRUE,0.0396,184,496,17,0.034,0.092,"GO:0006470","BP",18,"protein dephosphorylation",1,"FBXW11,NUAK1,GSK3B,PTPN4,MTMR4,PPP6R3,PPP2CA,ROCK2,MTMR6,RPRD1A,AKAP6,PTPRK,PDP1,PPM1E,PTPN11,CALM1,MTOR",5.58191099560609
"657","royalblue",TRUE,0.0275,143,496,15,0.03,0.105,"GO:0035637","BP",14,"multicellular organismal signaling",1,"MEF2A,ATP2B1,FGF12,SCN2A,SCN1A,ANK2,ITPR1,CACNA1C,CACNA2D1,CNTNAP2,KCNA2,SLC8A1,DRD1,SCN8A,CALM1",6.57380446822319
"658","royalblue",TRUE,0.0052,14535,496,442,0.891,0.03,"GO:0005623","CC",5,"cell",1,"HECW1,THSD7A,MSL3,CDKL5,ADAM22,SPAG9,CSDE1,UBE3C,CLCN6,RABGAP1,RUFY3,MRE11A,AKAP11,RABEP1,PIAS1,INPP4A,ARAP2,SLC4A8,MAPK9,FNIP2,RC3H2,APPBP2,EIF4B,BTBD1,SLK,PDE4A,KDM4A,ATG2B,EVI5,MEF2A,KIF2A,RORA,MAPK6,PABPC1,ATP2B1,SEL1L,AFF4,SMC1A,FBXW11,NUAK1,EIF4G3,SLC25A40,BCAP29,KIFAP3,TPD52,PPP1R12B,DCX,ITGA8,UBE2K,DDX1,RIMS1,RIF1,UBA5,EPB41L3,GSK3B,KAT6A,TNPO1,PDS5B,CYLD,APLP2,EFR3B,SCAMP1,HUWE1,TXNDC16,KLHL42,PTPN4,KHSRP,DOCK3,USP48,DLD,SLC17A6,G2E3,BCL2L13,SF3A1,ADRBK2,RBFOX2,ZC3H14,RPS6KA5,TRIP11,SEC23A,LPIN2,MIB1,KLHL4,NDFIP2,DNAJC3,RBL2,HERC1,MYEF2,NBN,RAB2A,MTPN,TMEM106B,TLE4,MAPK8,BMPR1A,TNKS2,CPEB3,TFAM,MTMR4,TRIM37,RPS6KB1,PSMD11,LUC7L3,PRKAR1A,TBC1D9,INPP4B,CLCN3,DHX15,GLRB,RAPGEF2,PPP6R3,DDX6,MADD,PPM1H,PARP11,SLC38A1,CEP85L,SERINC1,PHACTR1,GPR63,HBS1L,PDE10A,TMEM30A,PAPD7,COL4A3BP,PCDHB3,PPP2CA,TRIM23,KPNA1,FGF12,ACAP2,ATP6V1A,ACVR2B,PEX5L,INO80D,ADAM23,SPTBN1,RTN4,GALNT3,CHMP3,SLC9A2,MSH6,ASH1L,MEF2D,DNAJC6,MFN2,UCHL5,C1ORF109,RIMS3,AKT3,SSX2IP,CAMSAP2,SATB2,ATL2,GOT1,GRIA2,ADRA1A,TSHZ3,PIK3CA,COPA,MED13L,OPTN,ACVR1C,LPGAT1,AGO2,ARFGEF2,ATP8A1,USP9X,DEK,DSTN,KLC1,SGPP1,KLHDC10,TMOD2,REEP5,CAMSAP1,UBE4B,AKAP12,TBC1D5,KIF3A,NDFIP1,BTBD3,SERINC3,DCTN4,MYH10,SORT1,NAPG,GRHL1,ROCK2,FBXO18,GOLM1,ISCA1,CEP350,USP37,SLC41A2,VPS36,LMO7,SCN2A,RPS6KC1,STAM,STXBP1,RNF38,SORL1,KIF23,SEMA6D,ACTR2,PREPL,FBXO11,ABI2,USP8,G3BP2,SEPT11,CNOT6L,KIF21A,MTMR6,RDH16,MBNL2,RTN1,NCOA2,FTO,PDPK1,VPS53,NPEPPS,RPRD1A,APP,PRKACB,STRIP1,CDC42BPA,ASXL2,SCN1A,SLC4A10,UNC80,CNTN4,ITGA9,IQSEC1,TMF1,STXBP5L,ANK2,MARCH6,PLK2,DDX46,GABRB2,NCAPG2,ZMYM3,MTDH,LRP12,INA,INCENP,ITPR1,CACNA1C,SLC2A13,CSNK1G3,AKAP6,AP1S3,RABGAP1L,MGAT5,TGOLN2,SPOCK1,ZFP36L2,GPD1L,PTPRK,ASAP1,TRIP12,CACNA2D1,SORBS2,ATP6V1C1,HSPA13,MICU3,DCK,ADAMTSL3,NPTN,BAG4,APPL1,DYRK1A,UBN2,KCNB1,DYNC1I1,SV2A,UBR1,FAM131B,TAOK1,ADAR,ADCY9,ZYG11B,PRKAA2,KCNT2,DDR2,B3GALNT2,PPM1L,GMPS,SLMAP,SMIM14,RPP14,LZTFL1,ZNF148,YEATS2,UBXN7,DNAJB14,RNF180,SLC25A46,RICTOR,STXBP5,ZNF704,KCNV1,OXR1,PHAX,PDP1,EML5,ENOX2,HPRT1,TRUB1,TC2N,CPSF2,NELL1,KCNC2,API5,COX11,CUL5,IDH3A,PRKCB,HDGFRP3,CCDC68,TMEM135,CASC4,AP1G1,DCTN5,STX3,SCG5,MAP1A,NUDT21,SERTAD3,SETD5,HOOK3,RBPJ,CDC40,MECP2,RGPD8,NLGN1,KLF13,HNRNPA3,USP47,EMB,DLGAP1,USP32,FAM98B,ANO5,PRNP,ZNF217,SRGAP2C,RCAN2,THEMIS,CYP7B1,DMXL1,OXSR1,RAPH1,SCAI,EIF1AX,PHC3,LEMD3,MGA,CNTNAP2,NR1D2,VCPIP1,CADM2,PSMD2,PPM1E,PCSK1,DPP10,ZDHHC21,TCP11L1,SMCR8,KCNA2,NR2C2,SLITRK1,PLEKHM3,KLHL11,SUZ12,PTPN11,NRXN1,SLC36A4,YIPF6,ERCC6L2,ATP6AP2,CACNB4,TRAPPC6B,SATB1,PLCB1,TTC3,RGS6,SLC8A1,NEB,TBK1,MAP7D2,DRD1,LSAMP,SP1,KCNQ5,RNPC3,MYT1L,LYRM7,USP7,UBQLN2,COL25A1,TSPYL1,SRGAP3,FAM217B,NF1,CD47,SCN8A,KPNA5,ARHGEF12,FAM3C,ZNF470,IGF2R,LRRC8B,ENTPD4,MYO5A,VPS13A,MIER1,PEG3,CALM1,SLC9A6,CDC42BPB,MTOR,SREBF2,PJA2,CHIC1,COL5A2,PPP1R10,MZT1,SLC35B4,ANKRD28,ISPD,UBXN2B,DDX3X,PCDHA12,ALG11,ZBED6,LYPD8,GTF2I,DACH1,NEFL",0.26449720077231
"659","royalblue",TRUE,0.000713,11197,496,364,0.734,0.033,"GO:0043226","CC",5,"organelle",1,"MSL3,CDKL5,SPAG9,CSDE1,CLCN6,RABGAP1,MRE11A,AKAP11,RABEP1,PIAS1,MAPK9,RC3H2,APPBP2,BTBD1,SLK,PDE4A,KDM4A,ATG2B,EVI5,MEF2A,KIF2A,RORA,MAPK6,PABPC1,ATP2B1,SEL1L,AFF4,SMC1A,FBXW11,NUAK1,SLC25A40,BCAP29,KIFAP3,TPD52,PPP1R12B,DCX,ITGA8,UBE2K,DDX1,RIF1,UBA5,EPB41L3,GSK3B,KAT6A,TNPO1,PDS5B,CYLD,APLP2,SCAMP1,HUWE1,TXNDC16,PTPN4,KHSRP,USP48,DLD,SLC17A6,G2E3,BCL2L13,SF3A1,RBFOX2,ZC3H14,RPS6KA5,TRIP11,SEC23A,LPIN2,MIB1,KLHL4,NDFIP2,DNAJC3,RBL2,HERC1,MYEF2,NBN,RAB2A,MTPN,TMEM106B,TLE4,MAPK8,TNKS2,CPEB3,TFAM,MTMR4,TRIM37,RPS6KB1,PSMD11,LUC7L3,PRKAR1A,CLCN3,DHX15,RAPGEF2,PPP6R3,DDX6,PPM1H,PARP11,SLC38A1,CEP85L,SERINC1,PHACTR1,GPR63,HBS1L,TMEM30A,PAPD7,COL4A3BP,PPP2CA,TRIM23,KPNA1,FGF12,ACAP2,ATP6V1A,PEX5L,INO80D,SPTBN1,RTN4,GALNT3,CHMP3,MSH6,ASH1L,MEF2D,DNAJC6,MFN2,UCHL5,C1ORF109,SSX2IP,CAMSAP2,SATB2,ATL2,GOT1,GRIA2,ADRA1A,TSHZ3,COPA,MED13L,OPTN,LPGAT1,AGO2,ARFGEF2,ATP8A1,DEK,DSTN,KLC1,SGPP1,KLHDC10,TMOD2,REEP5,ITFG1,CAMSAP1,UBE4B,TBC1D5,KIF3A,NDFIP1,BTBD3,DCTN4,WASF3,MYH10,CHL1,SORT1,NAPG,GRHL1,ROCK2,FBXO18,GOLM1,ISCA1,CEP350,USP37,VPS36,LMO7,RPS6KC1,STAM,STXBP1,RNF38,SORL1,KIF23,SEMA6D,ACTR2,PREPL,FBXO11,USP8,SEPT11,CNOT6L,KIF21A,MTMR6,RDH16,MBNL2,RTN1,NCOA2,FTO,PDPK1,VPS53,NPEPPS,RPRD1A,APP,PRKACB,STRIP1,CDC42BPA,ASXL2,SCN1A,IQSEC1,TMF1,ANK2,MARCH6,PLK2,DDX46,GABRB2,NCAPG2,ZMYM3,MTDH,INA,INCENP,CNKSR2,ITPR1,CACNA1C,CSNK1G3,AKAP6,AP1S3,RABGAP1L,FAM168B,MGAT5,TGOLN2,SPOCK1,ZFP36L2,GPD1L,PTPRK,TRIP12,CACNA2D1,SORBS2,ATP6V1C1,HSPA13,MICU3,DCK,ADAMTSL3,BAG4,APPL1,DYRK1A,UBN2,DYNC1I1,SV2A,FAM131B,TAOK1,ADAR,PRKAA2,DDR2,B3GALNT2,PPM1L,SLMAP,SMIM14,RPP14,ZNF148,YEATS2,UBXN7,DNAJB14,SLC25A46,ZNF704,OXR1,PHAX,PDP1,EML5,HPRT1,TRUB1,HSPA12A,CPSF2,NELL1,API5,COX11,IDH3A,PRKCB,HDGFRP3,CCDC68,TMEM135,CASC4,AP1G1,DCTN5,STX3,SCG5,MAP1A,NUDT21,SERTAD3,SETD5,HOOK3,RBPJ,CDC40,MECP2,RGPD8,NLGN1,KLF13,HNRNPA3,USP47,USP32,FAM98B,PRNP,ZNF217,THEMIS,CYP7B1,OXSR1,RAPH1,SCAI,PHC3,LEMD3,MGA,CNTNAP2,NR1D2,VCPIP1,PSMD2,PPM1E,PCSK1,ZDHHC21,TCP11L1,SMCR8,NR2C2,PLEKHM3,KLHL11,SUZ12,PTPN11,NRXN1,SLC36A4,YIPF6,ERCC6L2,ATP6AP2,TRAPPC6B,SATB1,PLCB1,TTC3,SLC8A1,NEB,TBK1,MAP7D2,DRD1,SP1,RNPC3,MYT1L,LYRM7,USP7,COL25A1,TSPYL1,FAM217B,NF1,CD47,SCN8A,KPNA5,ARHGEF12,FAM3C,ZNF470,IGF2R,ENTPD4,MYO5A,MIER1,PEG3,CALM1,SLC9A6,CDC42BPB,MTOR,SREBF2,PJA2,COL5A2,PPP1R10,MZT1,SLC35B4,UBXN2B,DDX3X,ALG11,ZNF486,ZBED6,GTF2I,DACH1,NEFL",0.760772938189011
"660","royalblue",TRUE,0.00128,8082,496,279,0.562,0.035,"GO:0044422","CC",5,"organelle part",2,"MSL3,CDKL5,SPAG9,CLCN6,RABGAP1,MRE11A,AKAP11,RABEP1,PIAS1,MAPK9,APPBP2,PDE4A,KDM4A,ATG2B,MEF2A,KIF2A,RORA,MAPK6,PABPC1,SEL1L,AFF4,SMC1A,FBXW11,NUAK1,SLC25A40,BCAP29,KIFAP3,PPP1R12B,DCX,DDX1,RIF1,GSK3B,KAT6A,TNPO1,PDS5B,CYLD,APLP2,SCAMP1,HUWE1,TXNDC16,PTPN4,KHSRP,USP48,DLD,SLC17A6,SF3A1,RBFOX2,ZC3H14,RPS6KA5,TRIP11,SEC23A,LPIN2,MIB1,KLHL4,DNAJC3,RBL2,NBN,RAB2A,MTPN,TMEM106B,TLE4,MAPK8,TNKS2,TFAM,MTMR4,TRIM37,RPS6KB1,PSMD11,LUC7L3,PRKAR1A,CLCN3,DHX15,PPP6R3,DDX6,PPM1H,PARP11,CEP85L,SERINC1,TMEM30A,PAPD7,COL4A3BP,TRIM23,KPNA1,ACAP2,ATP6V1A,PEX5L,INO80D,SPTBN1,RTN4,GALNT3,CHMP3,MSH6,ASH1L,MEF2D,MFN2,UCHL5,SSX2IP,CAMSAP2,SATB2,ATL2,GOT1,GRIA2,ADRA1A,TSHZ3,COPA,MED13L,OPTN,LPGAT1,AGO2,ARFGEF2,ATP8A1,DEK,KLC1,SGPP1,KLHDC10,TMOD2,REEP5,CAMSAP1,TBC1D5,KIF3A,DCTN4,MYH10,NAPG,GRHL1,ROCK2,FBXO18,GOLM1,ISCA1,CEP350,USP37,VPS36,LMO7,STAM,STXBP1,RNF38,SORL1,KIF23,ACTR2,FBXO11,USP8,SEPT11,KIF21A,MTMR6,RDH16,MBNL2,RTN1,NCOA2,FTO,PDPK1,VPS53,RPRD1A,APP,PRKACB,CDC42BPA,ASXL2,SCN1A,IQSEC1,ANK2,MARCH6,PLK2,DDX46,NCAPG2,ZMYM3,MTDH,INA,INCENP,ITPR1,CACNA1C,AKAP6,AP1S3,MGAT5,TGOLN2,TRIP12,SORBS2,ATP6V1C1,MICU3,APPL1,DYRK1A,UBN2,DYNC1I1,SV2A,FAM131B,ADAR,PRKAA2,B3GALNT2,PPM1L,RPP14,YEATS2,UBXN7,SLC25A46,OXR1,PHAX,PDP1,CPSF2,NELL1,API5,COX11,IDH3A,PRKCB,HDGFRP3,CCDC68,AP1G1,DCTN5,MAP1A,NUDT21,SERTAD3,SETD5,HOOK3,RBPJ,CDC40,MECP2,RGPD8,HNRNPA3,USP47,FAM98B,PRNP,ZNF217,THEMIS,CYP7B1,RAPH1,SCAI,PHC3,LEMD3,MGA,NR1D2,VCPIP1,PSMD2,PPM1E,PCSK1,ZDHHC21,TCP11L1,SMCR8,NR2C2,SUZ12,PTPN11,NRXN1,SLC36A4,YIPF6,ERCC6L2,ATP6AP2,TRAPPC6B,SATB1,PLCB1,TTC3,SLC8A1,NEB,TBK1,DRD1,SP1,RNPC3,LYRM7,USP7,COL25A1,TSPYL1,FAM217B,CD47,SCN8A,KPNA5,FAM3C,ZNF470,IGF2R,ENTPD4,MYO5A,MIER1,CALM1,SLC9A6,CDC42BPB,MTOR,SREBF2,COL5A2,PPP1R10,MZT1,SLC35B4,DDX3X,ALG11,ZBED6,GTF2I,DACH1,NEFL",1.42400670158964
